disease_area,disease,start_year,trial_count
Sleep disorder,Obstructive Sleep Apnea,2022,11
Blood disease,Anemia,2023,2
Blood disease,Myelodysplastic Syndromes,2023,4
Blood disease,Sickle Cell Disease,2023,2
Blood disease,Thalassemia,2023,1
Blood disease,Thrombotic Thrombocytopenic Purpura,2023,1
Cardiovascular disease,Acute Coronary Syndrome,2023,2
Cardiovascular disease,Aortic Stenosis,2023,1
Cardiovascular disease,Atherosclerosis,2023,2
Cardiovascular disease,Atrial Fibrillation,2023,12
Cardiovascular disease,Cardiomyopathy,2023,1
Cardiovascular disease,Coronary Artery Disease,2023,11
Cardiovascular disease,Familial Hypercholesterolemia,2023,4
Cardiovascular disease,Heart Failure,2023,13
Cardiovascular disease,Hyperlipidemia,2023,3
Cardiovascular disease,Hypertension,2023,8
Cardiovascular disease,Myocardial Infarction,2023,2
Cardiovascular disease,Peripheral Artery Disease,2023,12
Cardiovascular disease,Ventricular Arrhythmias,2023,3
Clinical finding,Acute Pain,2023,12
Clinical finding,Edema,2023,7
Clinical finding,Fatigue,2023,7
Clinical finding,Fever,2023,4
Congenital disease,Lysosomal Storage Disorders,2023,2
Congenital disease,Phenylketonuria,2023,3
Disorder of body system,Multiple Organ Failure,2023,3
Disorder of digestive system,Acute Pancreatitis,2023,8
Disorder of digestive system,Celiac Disease,2023,2
Disorder of digestive system,Chronic Pancreatitis,2023,8
Disorder of digestive system,Cirrhosis,2023,5
Disorder of digestive system,Crohn's Disease,2023,3
Disorder of digestive system,Eosinophilic Esophagitis,2023,1
Disorder of digestive system,Gastroesophageal Reflux Disease,2023,2
Disorder of digestive system,Gastroparesis,2023,1
Disorder of digestive system,Inflammatory Bowel Disease,2023,2
Disorder of digestive system,Irritable Bowel Syndrome,2023,1
Disorder of digestive system,Malnutrition,2023,2
Disorder of digestive system,Nausea and Vomiting,2023,1
Disorder of digestive system,Nonalcoholic Fatty Liver Disease,2023,6
Disorder of digestive system,Peptic Ulcer Disease,2023,1
Disorder of digestive system,Short Bowel Syndrome,2023,2
Disorder of digestive system,Ulcerative Colitis,2023,5
Disorder of ear,Hearing Loss,2023,10
Disorder of ear,Meniere's Disease,2023,1
Disorder of ear,Tinnitus,2023,1
Disorder of endocrine system,Cushing's Syndrome,2023,1
Disorder of endocrine system,Diabetic Neuropathy,2023,2
Disorder of endocrine system,Gestational Diabetes,2023,14
Disorder of endocrine system,Hypoparathyroidism,2023,7
Disorder of endocrine system,Hypothyroidism,2023,1
Disorder of endocrine system,Menopause Symptoms,2023,3
Disorder of endocrine system,Metabolic Syndrome,2023,4
Disorder of endocrine system,Obesity,2023,17
Disorder of endocrine system,Type 1 Diabetes,2023,12
Disorder of endocrine system,Type 2 Diabetes,2023,15
Disorder of eye,Age-Related Macular Degeneration,2023,3
Disorder of eye,Cataracts,2023,18
Disorder of eye,Conjunctivitis,2023,4
Disorder of eye,Diabetic Macular Edema,2023,4
Disorder of eye,Dry Eye Disease,2023,12
Disorder of eye,Glaucoma,2023,16
Disorder of eye,Inherited Retinal Diseases,2023,5
Disorder of eye,Retinal Vein Occlusion,2023,6
Disorder of haemostatic system,Deep Vein Thrombosis,2023,1
Disorder of haemostatic system,Disseminated Intravascular Coagulation,2023,1
Disorder of haemostatic system,Hemophilia A,2023,2
Disorder of haemostatic system,Hemophilia B,2023,1
Disorder of haemostatic system,Venous Thromboembolism,2023,7
Disorder of immune function,Common Variable Immunodeficiency,2023,2
Disorder of immune function,Food Allergy,2023,3
Disorder of immune function,Graft-versus-Host Disease,2023,1
Disorder of immune function,Lupus Nephritis,2023,4
Disorder of immune function,Primary Immunodeficiency,2023,1
Disorder of immune function,Rheumatoid Arthritis,2023,3
Disorder of immune function,Sarcoidosis,2023,2
Disorder of immune function,Sjögren's Syndrome,2023,2
Disorder of immune function,Systemic Lupus Erythematosus,2023,1
Disorder of labour / delivery,Preterm Labor,2023,5
Disorder of skin,Acne,2023,5
Disorder of skin,Alopecia Areata,2023,4
Disorder of skin,Atopic Dermatitis,2023,14
Disorder of skin,Chronic Urticaria,2023,3
Disorder of skin,Hidradenitis Suppurativa,2023,3
Disorder of skin,Psoriasis,2023,12
Disorder of skin,Rosacea,2023,3
Disorder of skin,Vitiligo,2023,6
Disorder of skin,Wound Healing,2023,2
Disorder of the genitourinary system,Acute Kidney Injury,2023,2
Disorder of the genitourinary system,Benign Prostatic Hyperplasia,2023,1
Disorder of the genitourinary system,Chronic Kidney Disease,2023,2
Disorder of the genitourinary system,End-Stage Renal Disease,2023,5
Disorder of the genitourinary system,Endometriosis,2023,2
Disorder of the genitourinary system,Erectile Dysfunction,2023,2
Disorder of the genitourinary system,Focal Segmental Glomerulosclerosis,2023,3
Disorder of the genitourinary system,IgA Nephropathy,2023,2
Disorder of the genitourinary system,Nephrotic Syndrome,2023,3
Disorder of the genitourinary system,Overactive Bladder,2023,1
Disorder of the genitourinary system,Preeclampsia,2023,1
Disorder of the genitourinary system,Pregnancy Study,2023,6
Disorder of the genitourinary system,Urinary Incontinence,2023,12
Disorder of the genitourinary system,Uterine Fibroids,2023,1
Infection,COVID-19,2023,38
Infection,Cytomegalovirus,2023,1
Infection,Fungal Infection,2023,2
Infection,HIV/AIDS,2023,30
Infection,Helicobacter Pylori,2023,1
Infection,Hepatitis B,2023,2
Infection,Hepatitis C,2023,1
Infection,Herpes Simplex Virus,2023,3
Infection,Influenza,2023,13
Infection,Malaria,2023,5
Infection,Pneumonia,2023,4
Infection,Respiratory Syncytial Virus,2023,12
Infection,Sepsis,2023,1
Infection,Sexually Transmitted Infections,2023,4
Infection,Skin and Soft Tissue Infection,2023,10
Infection,Tuberculosis,2023,1
Infection,Urinary Tract Infection,2023,5
Injury,Burns,2023,1
Injury,Overdose,2023,3
Injury,Trauma,2023,5
Mental illness,Alcohol Use Disorder,2023,21
Mental illness,Anorexia,2023,1
Mental illness,Attention Deficit Hyperactivity Disorder,2023,4
Mental illness,Autism Spectrum Disorder,2023,3
Mental illness,Bipolar Disorder,2023,5
Mental illness,Delirium,2023,1
Mental illness,Eating Disorders,2023,3
Mental illness,Major Depressive Disorder,2023,22
Mental illness,Obsessive-Compulsive Disorder,2023,1
Mental illness,Opioid Use Disorder,2023,7
Mental illness,Post-Traumatic Stress Disorder,2023,9
Mental illness,Postpartum Depression,2023,6
Mental illness,Schizophrenia,2023,12
Mental illness,Smoking Cessation,2023,21
Mental illness,Social Anxiety Disorder,2023,14
Mental illness,Substance Use Disorder,2023,5
Musculoskeletal disorder,Bone Fracture,2023,4
Musculoskeletal disorder,Fibromyalgia,2023,3
Musculoskeletal disorder,Gout,2023,1
Musculoskeletal disorder,Juvenile Idiopathic Arthritis,2023,3
Musculoskeletal disorder,Osteoarthritis,2023,11
Musculoskeletal disorder,Osteoporosis,2023,2
Musculoskeletal disorder,Tendinopathy,2023,5
Neoplastic disease,Acute Lymphoblastic Leukemia,2023,5
Neoplastic disease,Acute Myeloid Leukemia,2023,1
Neoplastic disease,Bladder Cancer,2023,4
Neoplastic disease,Brain Tumors,2023,2
Neoplastic disease,Breast Cancer,2023,7
Neoplastic disease,Cancer Immunotherapy,2023,6
Neoplastic disease,Cancer Supportive Care,2023,3
Neoplastic disease,Cervical Cancer,2023,2
Neoplastic disease,Cholangiocarcinoma,2023,2
Neoplastic disease,Chronic Myeloid Leukemia,2023,1
Neoplastic disease,Colorectal Cancer,2023,8
Neoplastic disease,Diffuse Large B-Cell Lymphoma,2023,1
Neoplastic disease,Endometrial Cancer,2023,2
Neoplastic disease,Follicular Lymphoma,2023,1
Neoplastic disease,Gastric Cancer,2023,3
Neoplastic disease,Head and Neck Cancer,2023,4
Neoplastic disease,Hematologic Malignancies General,2023,2
Neoplastic disease,Hepatocellular Carcinoma,2023,3
Neoplastic disease,Hodgkin Lymphoma,2023,2
Neoplastic disease,Locally Advanced Cancer,2023,2
Neoplastic disease,Mantle Cell Lymphoma,2023,1
Neoplastic disease,Melanoma,2023,4
Neoplastic disease,Metastatic Disease,2023,4
Neoplastic disease,Multiple Myeloma,2023,8
Neoplastic disease,Myeloproliferative Neoplasms,2023,2
Neoplastic disease,Neuroendocrine Tumors,2023,1
Neoplastic disease,Non-Small Cell Lung Cancer,2023,8
Neoplastic disease,Ovarian Cancer,2023,2
Neoplastic disease,Pancreatic Cancer,2023,5
Neoplastic disease,Prostate Cancer,2023,4
Neoplastic disease,Recurrent Cancer,2023,3
Neoplastic disease,Renal Cell Carcinoma,2023,4
Neoplastic disease,Sarcoma,2023,1
Neoplastic disease,Small Cell Lung Cancer,2023,7
Neoplastic disease,Solid Tumors (Advanced),2023,1
Neoplastic disease,Solid Tumors General,2023,1
Neoplastic disease,Thyroid Cancer,2023,2
Neurological disorder,Alzheimer's Disease,2023,12
Neurological disorder,Amyotrophic Lateral Sclerosis,2023,3
Neurological disorder,Chronic Pain,2023,10
Neurological disorder,Dementia,2023,10
Neurological disorder,Duchenne Muscular Dystrophy,2023,1
Neurological disorder,Epilepsy,2023,3
Neurological disorder,Essential Tremor,2023,2
Neurological disorder,Migraine,2023,4
Neurological disorder,Multiple Sclerosis,2023,5
Neurological disorder,Myasthenia Gravis,2023,3
Neurological disorder,Parkinson's Disease,2023,10
Neurological disorder,Spinal Cord Injury,2023,6
Neurological disorder,Spinal Muscular Atrophy,2023,4
Neurological disorder,Stroke,2023,6
Neurological disorder,Traumatic Brain Injury,2023,3
Neurological disorder,Trigeminal Neuralgia,2023,8
Procedure,Anesthesia,2023,6
Procedure,Bioequivalence Study,2023,1
Procedure,Blood Transfusion,2023,4
Procedure,Mechanical Ventilation,2023,6
Procedure,Medical Device Study,2023,3
Procedure,Radiation Oncology,2023,1
Procedure,Screening,2023,1
Procedure,Surgical Procedures,2023,6
Respiratory disease,Allergic Asthma,2023,7
Respiratory disease,Allergic Rhinitis,2023,1
Respiratory disease,Asthma,2023,2
Respiratory disease,Bronchiectasis,2023,4
Respiratory disease,Chronic Obstructive Pulmonary Disease,2023,7
Respiratory disease,Cystic Fibrosis,2023,2
Respiratory disease,Idiopathic Pulmonary Fibrosis,2023,9
Respiratory disease,Neonatal Respiratory Distress,2023,3
Respiratory disease,Pulmonary Arterial Hypertension,2023,3
Respiratory disease,Pulmonary Embolism,2023,2
Situation with explicit context,Contraception,2023,3
Situation with explicit context,Critical Illness,2023,2
Situation with explicit context,Drug-Drug Interaction,2023,4
Situation with explicit context,Geriatric Population,2023,11
Situation with explicit context,Healthy Volunteers,2023,83
Situation with explicit context,Pediatric Population,2023,5
Situation with explicit context,Post-Operative Care,2023,5
Situation with explicit context,Preventive Care,2023,10
Situation with explicit context,Vaccination,2023,1
Sleep disorder,Insomnia,2023,9
Sleep disorder,Narcolepsy,2023,2
Sleep disorder,Obstructive Sleep Apnea,2023,7
Cardiovascular disease,Atrial Fibrillation,2024,1
Cardiovascular disease,Cardiomyopathy,2024,2
Cardiovascular disease,Heart Failure,2024,2
Cardiovascular disease,Hyperlipidemia,2024,3
Cardiovascular disease,Hypertension,2024,3
Cardiovascular disease,Peripheral Artery Disease,2024,2
Clinical finding,Acute Pain,2024,3
Clinical finding,Fatigue,2024,1
Clinical finding,Fever,2024,3
Congenital disease,Lysosomal Storage Disorders,2024,1
Disorder of digestive system,Acute Pancreatitis,2024,1
Disorder of digestive system,Celiac Disease,2024,1
Disorder of digestive system,Chronic Pancreatitis,2024,2
Disorder of digestive system,Eosinophilic Esophagitis,2024,3
Disorder of digestive system,Inflammatory Bowel Disease,2024,1
Disorder of digestive system,Malnutrition,2024,5
Disorder of digestive system,Short Bowel Syndrome,2024,2
Disorder of ear,Hearing Loss,2024,3
Disorder of ear,Otitis Media,2024,1
Disorder of endocrine system,Gestational Diabetes,2024,1
Disorder of endocrine system,Growth Hormone Deficiency,2024,1
Disorder of endocrine system,Hypoparathyroidism,2024,1
Disorder of endocrine system,Metabolic Syndrome,2024,3
Disorder of endocrine system,Obesity,2024,4
Disorder of endocrine system,Type 1 Diabetes,2024,4
Disorder of endocrine system,Type 2 Diabetes,2024,2
Disorder of eye,Cataracts,2024,11
Disorder of eye,Conjunctivitis,2024,1
Disorder of eye,Dry Eye Disease,2024,4
Disorder of eye,Glaucoma,2024,6
Disorder of eye,Inherited Retinal Diseases,2024,2
Disorder of eye,Retinal Vein Occlusion,2024,4
Disorder of haemostatic system,Venous Thromboembolism,2024,1
Disorder of immune function,Food Allergy,2024,2
Disorder of immune function,Rheumatoid Arthritis,2024,2
Disorder of immune function,Sjögren's Syndrome,2024,2
Disorder of skin,Atopic Dermatitis,2024,3
Disorder of skin,Chronic Urticaria,2024,2
Disorder of skin,Rosacea,2024,5
Disorder of skin,Vitiligo,2024,1
Disorder of skin,Wound Healing,2024,4
Disorder of the genitourinary system,Acute Kidney Injury,2024,2
Disorder of the genitourinary system,Chronic Kidney Disease,2024,1
Disorder of the genitourinary system,End-Stage Renal Disease,2024,1
Disorder of the genitourinary system,Erectile Dysfunction,2024,1
Disorder of the genitourinary system,Urinary Incontinence,2024,2
Infection,COVID-19,2024,8
Infection,Clostridium Difficile Infection,2024,1
Infection,Cytomegalovirus,2024,1
Infection,Fungal Infection,2024,1
Infection,HIV/AIDS,2024,2
Infection,Influenza,2024,2
Infection,Malaria,2024,1
Infection,Respiratory Syncytial Virus,2024,3
Infection,Sexually Transmitted Infections,2024,1
Infection,Skin and Soft Tissue Infection,2024,1
Infection,Tuberculosis,2024,2
Injury,Overdose,2024,2
Injury,Trauma,2024,3
Mental illness,Alcohol Use Disorder,2024,3
Mental illness,Anorexia,2024,1
Mental illness,Attention Deficit Hyperactivity Disorder,2024,1
Mental illness,Autism Spectrum Disorder,2024,2
Mental illness,Bipolar Disorder,2024,2
Mental illness,Delirium,2024,1
Mental illness,Eating Disorders,2024,3
Mental illness,Major Depressive Disorder,2024,5
Mental illness,Opioid Use Disorder,2024,6
Mental illness,Post-Traumatic Stress Disorder,2024,5
Mental illness,Postpartum Depression,2024,4
Mental illness,Schizophrenia,2024,2
Mental illness,Smoking Cessation,2024,8
Mental illness,Social Anxiety Disorder,2024,8
Mental illness,Substance Use Disorder,2024,4
Musculoskeletal disorder,Fibromyalgia,2024,1
Musculoskeletal disorder,Gout,2024,1
Musculoskeletal disorder,Juvenile Idiopathic Arthritis,2024,1
Musculoskeletal disorder,Tendinopathy,2024,1
Neoplastic disease,Breast Cancer,2024,3
Neoplastic disease,Cancer Immunotherapy,2024,1
Neoplastic disease,Cancer Supportive Care,2024,1
Neoplastic disease,Cervical Cancer,2024,2
Neoplastic disease,Colorectal Cancer,2024,3
Neoplastic disease,Esophageal Cancer,2024,1
Neoplastic disease,Head and Neck Cancer,2024,1
Neoplastic disease,Locally Advanced Cancer,2024,2
Neoplastic disease,Pancreatic Cancer,2024,2
Neoplastic disease,Prostate Cancer,2024,1
Neoplastic disease,Recurrent Cancer,2024,2
Neoplastic disease,Sarcoma,2024,1
Neoplastic disease,Solid Tumors (Advanced),2024,1
Neoplastic disease,Solid Tumors General,2024,2
Neurological disorder,Alzheimer's Disease,2024,4
Neurological disorder,Chronic Inflammatory Demyelinating Polyneuropathy,2024,1
Neurological disorder,Chronic Pain,2024,1
Neurological disorder,Dementia,2024,2
Neurological disorder,Essential Tremor,2024,1
Neurological disorder,Migraine,2024,2
Neurological disorder,Myasthenia Gravis,2024,1
Neurological disorder,Neuropathic Pain,2024,2
Neurological disorder,Parkinson's Disease,2024,4
Neurological disorder,Spinal Cord Injury,2024,2
Neurological disorder,Spinal Muscular Atrophy,2024,1
Neurological disorder,Stroke,2024,9
Neurological disorder,Trigeminal Neuralgia,2024,5
Procedure,Anesthesia,2024,4
Procedure,Bioequivalence Study,2024,2
Procedure,Blood Transfusion,2024,1
Procedure,Mechanical Ventilation,2024,2
Procedure,Medical Device Study,2024,2
Procedure,Screening,2024,1
Procedure,Surgical Procedures,2024,4
Respiratory disease,Allergic Asthma,2024,2
Respiratory disease,Asthma,2024,1
Respiratory disease,Chronic Obstructive Pulmonary Disease,2024,1
Respiratory disease,Cystic Fibrosis,2024,1
Respiratory disease,Idiopathic Pulmonary Fibrosis,2024,1
Situation with explicit context,Critical Illness,2024,1
Situation with explicit context,Drug-Drug Interaction,2024,5
Situation with explicit context,Geriatric Population,2024,2
Situation with explicit context,Healthy Volunteers,2024,23
Situation with explicit context,Pediatric Population,2024,1
Situation with explicit context,Post-Operative Care,2024,2
Situation with explicit context,Preventive Care,2024,8
Situation with explicit context,Vaccination,2024,1
Sleep disorder,Insomnia,2024,2
Sleep disorder,Obstructive Sleep Apnea,2024,5
Cardiovascular disease,Acute Coronary Syndrome,2025,1
Disorder of digestive system,Chronic Pancreatitis,2025,1
Disorder of digestive system,Peptic Ulcer Disease,2025,1
Disorder of haemostatic system,Venous Thromboembolism,2025,1
Disorder of skin,Pressure Ulcers,2025,1
Disorder of skin,Wound Healing,2025,1
Infection,Skin and Soft Tissue Infection,2025,2
Injury,Trauma,2025,1
Mental illness,Obsessive-Compulsive Disorder,2025,1
Mental illness,Postpartum Depression,2025,1
Musculoskeletal disorder,Tendinopathy,2025,1
Neoplastic disease,Head and Neck Cancer,2025,1
Neurological disorder,Multiple Sclerosis,2025,1
Neurological disorder,Myasthenia Gravis,2025,1
