disease_area,disease,start_year,outcome_category,outcome_record_count,trial_count
Disorder of the genitourinary system,Uterine Fibroids,2013,Response Rates,6,2
Disorder of the genitourinary system,Uterine Fibroids,2013,Symptoms/Pain,1,1
Disorder of the genitourinary system,Uterine Fibroids,2013,Treatment Adherence,2,2
Disorder of the genitourinary system,Uterine Fibroids,2013,Vital Signs/Physical Measures,3,2
Infection,Clostridium Difficile Infection,2013,Adverse Events/Safety,10,4
Infection,Clostridium Difficile Infection,2013,Disease Control,3,3
Infection,Clostridium Difficile Infection,2013,Hospitalization/Healthcare Use,3,3
Infection,Clostridium Difficile Infection,2013,Immunogenicity,6,2
Infection,Clostridium Difficile Infection,2013,Microbiological/Virological,1,1
Infection,Clostridium Difficile Infection,2013,Other Clinical Endpoints,1,1
Infection,Clostridium Difficile Infection,2013,Quality of Life/PRO,1,1
Infection,Clostridium Difficile Infection,2013,Remission/Cure,3,3
Infection,Clostridium Difficile Infection,2013,Response Rates,5,1
Infection,Clostridium Difficile Infection,2013,Symptoms/Pain,3,2
Infection,Cytomegalovirus,2013,Adverse Events/Safety,26,9
Infection,Cytomegalovirus,2013,Biomarkers/Lab Values,1,1
Infection,Cytomegalovirus,2013,Disease Control,1,1
Infection,Cytomegalovirus,2013,Immunogenicity,42,7
Infection,Cytomegalovirus,2013,Microbiological/Virological,5,3
Infection,Cytomegalovirus,2013,Mortality,2,1
Infection,Cytomegalovirus,2013,Pharmacokinetics,11,1
Infection,Cytomegalovirus,2013,Response Rates,3,2
Infection,Cytomegalovirus,2013,Survival/Time-to-Event,2,1
Infection,Cytomegalovirus,2013,Treatment Adherence,1,1
Infection,Fungal Infection,2013,Adverse Events/Safety,11,6
Infection,Fungal Infection,2013,Biomarkers/Lab Values,2,1
Infection,Fungal Infection,2013,Disease Control,4,2
Infection,Fungal Infection,2013,Hospitalization/Healthcare Use,1,1
Infection,Fungal Infection,2013,Imaging Outcomes,1,1
Infection,Fungal Infection,2013,Immunogenicity,4,1
Infection,Fungal Infection,2013,Microbiological/Virological,6,5
Infection,Fungal Infection,2013,Mortality,3,1
Infection,Fungal Infection,2013,Pharmacokinetics,12,4
Infection,Fungal Infection,2013,Remission/Cure,3,3
Infection,Fungal Infection,2013,Response Rates,6,4
Infection,Fungal Infection,2013,Survival/Time-to-Event,7,4
Infection,Fungal Infection,2013,Symptoms/Pain,1,1
Infection,Fungal Infection,2013,Treatment Adherence,1,1
Infection,HIV/AIDS,2013,Adverse Events/Safety,77,33
Infection,HIV/AIDS,2013,Biomarkers/Lab Values,161,38
Infection,HIV/AIDS,2013,Disease Activity Scores,2,1
Infection,HIV/AIDS,2013,Disease Control,12,7
Infection,HIV/AIDS,2013,Hospitalization/Healthcare Use,5,4
Infection,HIV/AIDS,2013,Imaging Outcomes,8,5
Infection,HIV/AIDS,2013,Immunogenicity,2,2
Infection,HIV/AIDS,2013,Mental Health Outcomes,1,1
Infection,HIV/AIDS,2013,Microbiological/Virological,38,23
Infection,HIV/AIDS,2013,Mortality,15,8
Infection,HIV/AIDS,2013,Other Clinical Endpoints,7,5
Infection,HIV/AIDS,2013,Pharmacokinetics,77,16
Infection,HIV/AIDS,2013,Quality of Life/PRO,18,11
Infection,HIV/AIDS,2013,Remission/Cure,1,1
Infection,HIV/AIDS,2013,Response Rates,40,20
Infection,HIV/AIDS,2013,Survival/Time-to-Event,13,3
Infection,HIV/AIDS,2013,Symptoms/Pain,6,6
Infection,HIV/AIDS,2013,Treatment Adherence,33,20
Infection,HIV/AIDS,2013,Vital Signs/Physical Measures,9,5
Infection,Helicobacter Pylori,2013,Biomarkers/Lab Values,1,1
Infection,Helicobacter Pylori,2013,Microbiological/Virological,3,3
Infection,Helicobacter Pylori,2013,Symptoms/Pain,3,1
Infection,Hepatitis B,2013,Adverse Events/Safety,19,5
Infection,Hepatitis B,2013,Biomarkers/Lab Values,47,9
Infection,Hepatitis B,2013,Disease Control,1,1
Infection,Hepatitis B,2013,Imaging Outcomes,4,2
Infection,Hepatitis B,2013,Immunogenicity,4,3
Infection,Hepatitis B,2013,Microbiological/Virological,10,4
Infection,Hepatitis B,2013,Mortality,1,1
Infection,Hepatitis B,2013,Response Rates,12,3
Infection,Hepatitis B,2013,Survival/Time-to-Event,2,1
Infection,Hepatitis B,2013,Vital Signs/Physical Measures,6,2
Infection,Hepatitis C,2013,Adverse Events/Safety,54,33
Infection,Hepatitis C,2013,Biomarkers/Lab Values,30,17
Infection,Hepatitis C,2013,Disease Activity Scores,2,1
Infection,Hepatitis C,2013,Hospitalization/Healthcare Use,1,1
Infection,Hepatitis C,2013,Microbiological/Virological,37,24
Infection,Hepatitis C,2013,Mortality,1,1
Infection,Hepatitis C,2013,Pharmacokinetics,54,9
Infection,Hepatitis C,2013,Quality of Life/PRO,4,2
Infection,Hepatitis C,2013,Response Rates,102,48
Infection,Hepatitis C,2013,Survival/Time-to-Event,2,2
Infection,Hepatitis C,2013,Treatment Adherence,2,1
Infection,Herpes Simplex Virus,2013,Adverse Events/Safety,3,3
Infection,Herpes Simplex Virus,2013,Biomarkers/Lab Values,5,3
Infection,Herpes Simplex Virus,2013,Disease Control,6,6
Infection,Herpes Simplex Virus,2013,Immunogenicity,10,3
Infection,Herpes Simplex Virus,2013,Microbiological/Virological,2,1
Infection,Herpes Simplex Virus,2013,Pharmacokinetics,4,1
Infection,Herpes Simplex Virus,2013,Quality of Life/PRO,5,2
Infection,Herpes Simplex Virus,2013,Remission/Cure,2,2
Infection,Herpes Simplex Virus,2013,Response Rates,3,3
Infection,Herpes Simplex Virus,2013,Survival/Time-to-Event,5,3
Infection,Herpes Simplex Virus,2013,Symptoms/Pain,14,4
Infection,Herpes Zoster,2013,Adverse Events/Safety,41,7
Infection,Herpes Zoster,2013,Biomarkers/Lab Values,5,3
Infection,Herpes Zoster,2013,Disease Control,2,1
Infection,Herpes Zoster,2013,Hospitalization/Healthcare Use,1,1
Infection,Herpes Zoster,2013,Immunogenicity,26,7
Infection,Herpes Zoster,2013,Other Clinical Endpoints,3,1
Infection,Herpes Zoster,2013,Quality of Life/PRO,2,1
Infection,Herpes Zoster,2013,Remission/Cure,2,1
Infection,Herpes Zoster,2013,Survival/Time-to-Event,2,2
Infection,Herpes Zoster,2013,Symptoms/Pain,12,6
Infection,Influenza,2013,Adverse Events/Safety,100,37
Infection,Influenza,2013,Biomarkers/Lab Values,3,3
Infection,Influenza,2013,Disease Activity Scores,1,1
Infection,Influenza,2013,Disease Control,3,3
Infection,Influenza,2013,Hospitalization/Healthcare Use,4,2
Infection,Influenza,2013,Immunogenicity,129,31
Infection,Influenza,2013,Microbiological/Virological,8,3
Infection,Influenza,2013,Quality of Life/PRO,3,1
Infection,Influenza,2013,Response Rates,1,1
Infection,Influenza,2013,Symptoms/Pain,9,7
Infection,Influenza,2013,Treatment Adherence,1,1
Infection,Malaria,2013,Adverse Events/Safety,12,7
Infection,Malaria,2013,Biomarkers/Lab Values,2,2
Infection,Malaria,2013,Disease Control,9,3
Infection,Malaria,2013,Hospitalization/Healthcare Use,1,1
Infection,Malaria,2013,Immunogenicity,7,2
Infection,Malaria,2013,Microbiological/Virological,7,3
Infection,Malaria,2013,Other Clinical Endpoints,6,1
Infection,Malaria,2013,Pharmacokinetics,30,6
Infection,Malaria,2013,Remission/Cure,2,2
Infection,Malaria,2013,Survival/Time-to-Event,3,3
Infection,Malaria,2013,Symptoms/Pain,1,1
Infection,Malaria,2013,Treatment Adherence,2,1
Infection,Malaria,2013,Vital Signs/Physical Measures,2,1
Infection,Osteomyelitis,2013,Adverse Events/Safety,29,8
Infection,Osteomyelitis,2013,Biomarkers/Lab Values,1,1
Infection,Osteomyelitis,2013,Disease Activity Scores,1,1
Infection,Osteomyelitis,2013,Immunogenicity,47,7
Infection,Osteomyelitis,2013,Microbiological/Virological,3,2
Infection,Osteomyelitis,2013,Pharmacokinetics,1,1
Infection,Osteomyelitis,2013,Remission/Cure,5,2
Infection,Osteomyelitis,2013,Symptoms/Pain,3,2
Infection,Pneumonia,2013,Adverse Events/Safety,16,6
Infection,Pneumonia,2013,Disease Activity Scores,1,1
Infection,Pneumonia,2013,Hospitalization/Healthcare Use,5,3
Infection,Pneumonia,2013,Immunogenicity,2,1
Infection,Pneumonia,2013,Microbiological/Virological,13,5
Infection,Pneumonia,2013,Mortality,6,3
Infection,Pneumonia,2013,Pharmacokinetics,2,1
Infection,Pneumonia,2013,Remission/Cure,3,2
Infection,Pneumonia,2013,Response Rates,6,3
Infection,Pneumonia,2013,Survival/Time-to-Event,1,1
Infection,Pneumonia,2013,Treatment Adherence,1,1
Infection,Respiratory Syncytial Virus,2013,Adverse Events/Safety,12,4
Infection,Respiratory Syncytial Virus,2013,Disease Activity Scores,1,1
Infection,Respiratory Syncytial Virus,2013,Disease Control,4,1
Infection,Respiratory Syncytial Virus,2013,Hospitalization/Healthcare Use,7,2
Infection,Respiratory Syncytial Virus,2013,Immunogenicity,15,4
Infection,Respiratory Syncytial Virus,2013,Microbiological/Virological,1,1
Infection,Respiratory Syncytial Virus,2013,Response Rates,1,1
Infection,Respiratory Syncytial Virus,2013,Symptoms/Pain,2,1
Infection,Respiratory Syncytial Virus,2013,Treatment Adherence,1,1
Infection,Respiratory Syncytial Virus,2013,Vital Signs/Physical Measures,1,1
Infection,Sepsis,2013,Adverse Events/Safety,4,2
Infection,Sepsis,2013,Biomarkers/Lab Values,5,2
Infection,Sepsis,2013,Hospitalization/Healthcare Use,9,3
Infection,Sepsis,2013,Immunogenicity,3,1
Infection,Sepsis,2013,Mental Health Outcomes,2,1
Infection,Sepsis,2013,Microbiological/Virological,1,1
Infection,Sepsis,2013,Mortality,4,4
Infection,Sepsis,2013,Pharmacokinetics,5,2
Infection,Sepsis,2013,Survival/Time-to-Event,3,2
Infection,Sexually Transmitted Infections,2013,Adverse Events/Safety,2,2
Infection,Sexually Transmitted Infections,2013,Biomarkers/Lab Values,13,3
Infection,Sexually Transmitted Infections,2013,Disease Control,4,2
Infection,Sexually Transmitted Infections,2013,Functional Status,1,1
Infection,Sexually Transmitted Infections,2013,Hospitalization/Healthcare Use,1,1
Infection,Sexually Transmitted Infections,2013,Mental Health Outcomes,1,1
Infection,Sexually Transmitted Infections,2013,Microbiological/Virological,5,3
Infection,Sexually Transmitted Infections,2013,Quality of Life/PRO,1,1
Infection,Sexually Transmitted Infections,2013,Symptoms/Pain,3,2
Infection,Sexually Transmitted Infections,2013,Treatment Adherence,1,1
Infection,Skin and Soft Tissue Infection,2013,Adverse Events/Safety,34,13
Infection,Skin and Soft Tissue Infection,2013,Biomarkers/Lab Values,7,3
Infection,Skin and Soft Tissue Infection,2013,Disease Activity Scores,4,2
Infection,Skin and Soft Tissue Infection,2013,Disease Control,1,1
Infection,Skin and Soft Tissue Infection,2013,Hospitalization/Healthcare Use,5,4
Infection,Skin and Soft Tissue Infection,2013,Imaging Outcomes,2,2
Infection,Skin and Soft Tissue Infection,2013,Immunogenicity,5,2
Infection,Skin and Soft Tissue Infection,2013,Mental Health Outcomes,1,1
Infection,Skin and Soft Tissue Infection,2013,Microbiological/Virological,35,10
Infection,Skin and Soft Tissue Infection,2013,Mortality,1,1
Infection,Skin and Soft Tissue Infection,2013,Other Clinical Endpoints,3,1
Infection,Skin and Soft Tissue Infection,2013,Pharmacokinetics,1,1
Infection,Skin and Soft Tissue Infection,2013,Quality of Life/PRO,9,4
Infection,Skin and Soft Tissue Infection,2013,Remission/Cure,1,1
Infection,Skin and Soft Tissue Infection,2013,Response Rates,8,6
Infection,Skin and Soft Tissue Infection,2013,Survival/Time-to-Event,1,1
Infection,Skin and Soft Tissue Infection,2013,Symptoms/Pain,2,1
Infection,Skin and Soft Tissue Infection,2013,Treatment Adherence,3,2
Infection,Skin and Soft Tissue Infection,2013,Vital Signs/Physical Measures,5,2
Infection,Tuberculosis,2013,Adverse Events/Safety,6,5
Infection,Tuberculosis,2013,Biomarkers/Lab Values,2,2
Infection,Tuberculosis,2013,Functional Status,2,1
Infection,Tuberculosis,2013,Imaging Outcomes,1,1
Infection,Tuberculosis,2013,Immunogenicity,4,2
Infection,Tuberculosis,2013,Microbiological/Virological,2,2
Infection,Tuberculosis,2013,Pharmacokinetics,7,3
Infection,Tuberculosis,2013,Quality of Life/PRO,3,3
Infection,Tuberculosis,2013,Response Rates,2,2
Infection,Tuberculosis,2013,Symptoms/Pain,1,1
Infection,Tuberculosis,2013,Treatment Adherence,2,1
Infection,Tuberculosis,2013,Vital Signs/Physical Measures,5,2
Infection,Urinary Tract Infection,2013,Adverse Events/Safety,13,3
Infection,Urinary Tract Infection,2013,Biomarkers/Lab Values,2,1
Infection,Urinary Tract Infection,2013,Hospitalization/Healthcare Use,2,1
Infection,Urinary Tract Infection,2013,Microbiological/Virological,2,2
Infection,Urinary Tract Infection,2013,Mortality,2,2
Infection,Urinary Tract Infection,2013,Pharmacokinetics,5,3
Infection,Urinary Tract Infection,2013,Quality of Life/PRO,3,1
Infection,Urinary Tract Infection,2013,Remission/Cure,1,1
Infection,Urinary Tract Infection,2013,Response Rates,2,1
Infection,Urinary Tract Infection,2013,Survival/Time-to-Event,1,1
Infection,Urinary Tract Infection,2013,Symptoms/Pain,3,3
Infection,Urinary Tract Infection,2013,Treatment Adherence,1,1
Injury,Burns,2013,Adverse Events/Safety,2,2
Injury,Burns,2013,Functional Status,1,1
Injury,Burns,2013,Hospitalization/Healthcare Use,1,1
Injury,Burns,2013,Mental Health Outcomes,4,2
Injury,Burns,2013,Quality of Life/PRO,3,2
Injury,Burns,2013,Response Rates,1,1
Injury,Burns,2013,Survival/Time-to-Event,1,1
Injury,Burns,2013,Symptoms/Pain,4,3
Injury,Overdose,2013,Adverse Events/Safety,3,2
Injury,Overdose,2013,Hospitalization/Healthcare Use,1,1
Injury,Overdose,2013,Immunogenicity,2,1
Injury,Overdose,2013,Mental Health Outcomes,2,1
Injury,Overdose,2013,Mortality,1,1
Injury,Overdose,2013,Other Clinical Endpoints,1,1
Injury,Overdose,2013,Quality of Life/PRO,1,1
Injury,Overdose,2013,Survival/Time-to-Event,1,1
Injury,Overdose,2013,Symptoms/Pain,2,1
Injury,Overdose,2013,Treatment Adherence,2,2
Injury,Trauma,2013,Adverse Events/Safety,2,2
Injury,Trauma,2013,Biomarkers/Lab Values,1,1
Injury,Trauma,2013,Disease Activity Scores,1,1
Injury,Trauma,2013,Disease Control,1,1
Injury,Trauma,2013,Functional Status,6,4
Injury,Trauma,2013,Hospitalization/Healthcare Use,2,2
Injury,Trauma,2013,Imaging Outcomes,5,3
Injury,Trauma,2013,Microbiological/Virological,1,1
Injury,Trauma,2013,Quality of Life/PRO,4,3
Injury,Trauma,2013,Symptoms/Pain,4,3
Injury,Trauma,2013,Vital Signs/Physical Measures,2,2
Mental illness,Alcohol Use Disorder,2013,Adverse Events/Safety,6,5
Mental illness,Alcohol Use Disorder,2013,Biomarkers/Lab Values,9,6
Mental illness,Alcohol Use Disorder,2013,Disease Activity Scores,1,1
Mental illness,Alcohol Use Disorder,2013,Dose-Finding,1,1
Mental illness,Alcohol Use Disorder,2013,Functional Status,2,1
Mental illness,Alcohol Use Disorder,2013,Hospitalization/Healthcare Use,2,2
Mental illness,Alcohol Use Disorder,2013,Imaging Outcomes,1,1
Mental illness,Alcohol Use Disorder,2013,Mental Health Outcomes,19,11
Mental illness,Alcohol Use Disorder,2013,Other Clinical Endpoints,1,1
Mental illness,Alcohol Use Disorder,2013,Quality of Life/PRO,19,9
Mental illness,Alcohol Use Disorder,2013,Response Rates,2,2
Mental illness,Alcohol Use Disorder,2013,Survival/Time-to-Event,1,1
Mental illness,Alcohol Use Disorder,2013,Symptoms/Pain,18,11
Mental illness,Alcohol Use Disorder,2013,Treatment Adherence,7,5
Mental illness,Alcohol Use Disorder,2013,Vital Signs/Physical Measures,5,2
Mental illness,Anorexia,2013,Adverse Events/Safety,1,1
Mental illness,Anorexia,2013,Biomarkers/Lab Values,5,2
Mental illness,Anorexia,2013,Functional Status,1,1
Mental illness,Anorexia,2013,Imaging Outcomes,6,3
Mental illness,Anorexia,2013,Mental Health Outcomes,2,1
Mental illness,Anorexia,2013,Other Clinical Endpoints,1,1
Mental illness,Anorexia,2013,Quality of Life/PRO,8,3
Mental illness,Anorexia,2013,Response Rates,1,1
Mental illness,Anorexia,2013,Symptoms/Pain,2,2
Mental illness,Anorexia,2013,Treatment Adherence,1,1
Mental illness,Anorexia,2013,Vital Signs/Physical Measures,10,6
Mental illness,Attention Deficit Hyperactivity Disorder,2013,Adverse Events/Safety,3,3
Mental illness,Attention Deficit Hyperactivity Disorder,2013,Biomarkers/Lab Values,7,1
Mental illness,Attention Deficit Hyperactivity Disorder,2013,Disease Activity Scores,1,1
Mental illness,Attention Deficit Hyperactivity Disorder,2013,Dose-Finding,2,1
Mental illness,Attention Deficit Hyperactivity Disorder,2013,Functional Status,9,6
Mental illness,Attention Deficit Hyperactivity Disorder,2013,Imaging Outcomes,1,1
Mental illness,Attention Deficit Hyperactivity Disorder,2013,Mental Health Outcomes,20,7
Mental illness,Attention Deficit Hyperactivity Disorder,2013,Other Clinical Endpoints,2,2
Mental illness,Attention Deficit Hyperactivity Disorder,2013,Pharmacokinetics,6,1
Mental illness,Attention Deficit Hyperactivity Disorder,2013,Quality of Life/PRO,5,3
Mental illness,Attention Deficit Hyperactivity Disorder,2013,Response Rates,3,2
Mental illness,Attention Deficit Hyperactivity Disorder,2013,Survival/Time-to-Event,1,1
Mental illness,Attention Deficit Hyperactivity Disorder,2013,Symptoms/Pain,16,9
Mental illness,Attention Deficit Hyperactivity Disorder,2013,Treatment Adherence,1,1
Mental illness,Attention Deficit Hyperactivity Disorder,2013,Vital Signs/Physical Measures,2,1
Mental illness,Autism Spectrum Disorder,2013,Adverse Events/Safety,2,2
Mental illness,Autism Spectrum Disorder,2013,Biomarkers/Lab Values,2,1
Mental illness,Autism Spectrum Disorder,2013,Functional Status,7,4
Mental illness,Autism Spectrum Disorder,2013,Hospitalization/Healthcare Use,1,1
