outcome_normalized,disease_area,disease,outcome_trial_count,disease_trial_count,percentage
MAXIMUM PLASMA CONCENTRATION,Respiratory disease,Idiopathic Pulmonary Fibrosis,14,170,8.2353
MAXIMUM PLASMA CONCENTRATION,Neoplastic disease,Neuroendocrine Tumors,14,260,5.3846
MAXIMUM PLASMA CONCENTRATION,Neoplastic disease,Gastric Cancer,13,190,6.8421
MAXIMUM PLASMA CONCENTRATION,Cardiovascular disease,Hyperlipidemia,13,218,5.9633
MAXIMUM PLASMA CONCENTRATION,Neurological disorder,Migraine,13,470,2.7660
MAXIMUM PLASMA CONCENTRATION,Neurological disorder,Multiple Sclerosis,13,495,2.6263
MAXIMUM PLASMA CONCENTRATION,Blood disease,Sickle Cell Disease,13,177,7.3446
MAXIMUM PLASMA CONCENTRATION,Infection,Cytomegalovirus,12,189,6.3492
MAXIMUM PLASMA CONCENTRATION,Neoplastic disease,Head and Neck Cancer,12,445,2.6966
MAXIMUM PLASMA CONCENTRATION,Disorder of immune function,Organ Transplant Rejection,12,362,3.3149
MAXIMUM PLASMA CONCENTRATION,Infection,Respiratory Syncytial Virus,12,284,4.2254
MAXIMUM PLASMA CONCENTRATION,Neurological disorder,Amyotrophic Lateral Sclerosis,11,170,6.4706
MAXIMUM PLASMA CONCENTRATION,Mental illness,Attention Deficit Hyperactivity Disorder,11,385,2.8571
MAXIMUM PLASMA CONCENTRATION,Disorder of digestive system,Celiac Disease,11,58,18.9655
MAXIMUM PLASMA CONCENTRATION,Cardiovascular disease,Familial Hypercholesterolemia,11,257,4.2802
MAXIMUM PLASMA CONCENTRATION,Disorder of endocrine system,Hypogonadism,11,126,8.7302
MAXIMUM PLASMA CONCENTRATION,Disorder of immune function,Sarcoidosis,11,164,6.7073
MAXIMUM PLASMA CONCENTRATION,Neoplastic disease,Sarcoma,11,246,4.4715
MAXIMUM PLASMA CONCENTRATION,Neurological disorder,Spinal Muscular Atrophy,11,199,5.5276
MAXIMUM PLASMA CONCENTRATION,Blood disease,Thrombotic Thrombocytopenic Purpura,11,101,10.8911
MAXIMUM PLASMA CONCENTRATION,Respiratory disease,Allergic Asthma,10,265,3.7736
MAXIMUM PLASMA CONCENTRATION,Disorder of digestive system,Gastroparesis,10,143,6.9930
MAXIMUM PLASMA CONCENTRATION,Congenital disease,Lysosomal Storage Disorders,10,179,5.5866
MAXIMUM PLASMA CONCENTRATION,Disorder of endocrine system,Obesity,10,811,1.2330
MAXIMUM PLASMA CONCENTRATION,Mental illness,Opioid Use Disorder,10,334,2.9940
MAXIMUM PLASMA CONCENTRATION,Disorder of eye,Age-Related Macular Degeneration,9,253,3.5573
MAXIMUM PLASMA CONCENTRATION,Mental illness,Alcohol Use Disorder,9,574,1.5679
MAXIMUM PLASMA CONCENTRATION,Disorder of immune function,Graft-versus-Host Disease,9,184,4.8913
MAXIMUM PLASMA CONCENTRATION,Disorder of haemostatic system,Hemophilia B,9,76,11.8421
MAXIMUM PLASMA CONCENTRATION,Infection,Influenza,9,610,1.4754
MAXIMUM PLASMA CONCENTRATION,Neoplastic disease,Myeloproliferative Neoplasms,9,104,8.6538
MAXIMUM PLASMA CONCENTRATION,Disorder of the genitourinary system,Nephrotic Syndrome,9,106,8.4906
MAXIMUM PLASMA CONCENTRATION,Musculoskeletal disorder,Osteoporosis,9,441,2.0408
MAXIMUM PLASMA CONCENTRATION,Disorder of immune function,Primary Immunodeficiency,9,147,6.1224
MAXIMUM PLASMA CONCENTRATION,Disorder of the genitourinary system,Benign Prostatic Hyperplasia,8,118,6.7797
MAXIMUM PLASMA CONCENTRATION,Neoplastic disease,Bladder Cancer,8,334,2.3952
MAXIMUM PLASMA CONCENTRATION,Neoplastic disease,Chronic Lymphocytic Leukemia,8,198,4.0404
MAXIMUM PLASMA CONCENTRATION,Disorder of skin,Chronic Urticaria,8,156,5.1282
MAXIMUM PLASMA CONCENTRATION,Cardiovascular disease,Coronary Artery Disease,8,662,1.2085
MAXIMUM PLASMA CONCENTRATION,Disorder of digestive system,Gastroesophageal Reflux Disease,8,145,5.5172
MAXIMUM PLASMA CONCENTRATION,Cardiovascular disease,Atrial Fibrillation,7,482,1.4523
MAXIMUM PLASMA CONCENTRATION,Disorder of digestive system,Chronic Pancreatitis,7,282,2.4823
MAXIMUM PLASMA CONCENTRATION,Disorder of the genitourinary system,Erectile Dysfunction,7,141,4.9645
MAXIMUM PLASMA CONCENTRATION,Disorder of endocrine system,Hyperparathyroidism,7,134,5.2239
MAXIMUM PLASMA CONCENTRATION,Disorder of the genitourinary system,IgA Nephropathy,7,80,8.7500
MAXIMUM PLASMA CONCENTRATION,Disorder of immune function,Lupus Nephritis,7,91,7.6923
MAXIMUM PLASMA CONCENTRATION,Disorder of digestive system,Nausea and Vomiting,7,133,5.2632
MAXIMUM PLASMA CONCENTRATION,Musculoskeletal disorder,Osteoarthritis,7,845,0.8284
MAXIMUM PLASMA CONCENTRATION,Congenital disease,Phenylketonuria,7,69,10.1449
MAXIMUM PLASMA CONCENTRATION,Infection,Sepsis,7,164,4.2683
MAXIMUM PLASMA CONCENTRATION,Disorder of digestive system,Ulcerative Colitis,7,376,1.8617
MAXIMUM PLASMA CONCENTRATION,Infection,Urinary Tract Infection,7,169,4.1420
MAXIMUM PLASMA CONCENTRATION,Disorder of haemostatic system,Venous Thromboembolism,7,240,2.9167
MAXIMUM PLASMA CONCENTRATION,Respiratory disease,Allergic Rhinitis,6,190,3.1579
MAXIMUM PLASMA CONCENTRATION,Respiratory disease,Bronchiectasis,6,255,2.3529
MAXIMUM PLASMA CONCENTRATION,Musculoskeletal disorder,Fibromyalgia,6,246,2.4390
MAXIMUM PLASMA CONCENTRATION,Musculoskeletal disorder,Gout,6,140,4.2857
MAXIMUM PLASMA CONCENTRATION,Disorder of endocrine system,Metabolic Syndrome,6,285,2.1053
MAXIMUM PLASMA CONCENTRATION,Neurological disorder,Myasthenia Gravis,6,135,4.4444
MAXIMUM PLASMA CONCENTRATION,Situation with explicit context,Preventive Care,6,274,2.1898
MAXIMUM PLASMA CONCENTRATION,Blood disease,Thalassemia,6,40,15.0000
MAXIMUM PLASMA CONCENTRATION,Neoplastic disease,Waldenstrom Macroglobulinemia,6,78,7.6923
MAXIMUM PLASMA CONCENTRATION,Procedure,Anesthesia,5,379,1.3193
MAXIMUM PLASMA CONCENTRATION,Neoplastic disease,Endometrial Cancer,5,241,2.0747
MAXIMUM PLASMA CONCENTRATION,Disorder of digestive system,Eosinophilic Esophagitis,5,209,2.3923
MAXIMUM PLASMA CONCENTRATION,Neurological disorder,Huntington's Disease,5,55,9.0909
MAXIMUM PLASMA CONCENTRATION,Disorder of endocrine system,Hypoparathyroidism,5,179,2.7933
MAXIMUM PLASMA CONCENTRATION,Blood disease,Immune Thrombocytopenia,5,74,6.7568
MAXIMUM PLASMA CONCENTRATION,Sleep disorder,Insomnia,5,252,1.9841
MAXIMUM PLASMA CONCENTRATION,Disorder of the genitourinary system,Overactive Bladder,5,180,2.7778
MAXIMUM PLASMA CONCENTRATION,Situation with explicit context,Pediatric Population,5,145,3.4483
MAXIMUM PLASMA CONCENTRATION,Infection,Pneumonia,5,244,2.0492
MAXIMUM PLASMA CONCENTRATION,Disorder of digestive system,Short Bowel Syndrome,5,234,2.1368
MAXIMUM PLASMA CONCENTRATION,Disorder of skin,Acne,4,250,1.6000
MAXIMUM PLASMA CONCENTRATION,Disorder of digestive system,Acute Pancreatitis,4,158,2.5316
MAXIMUM PLASMA CONCENTRATION,Disorder of skin,Alopecia Areata,4,120,3.3333
MAXIMUM PLASMA CONCENTRATION,Procedure,Blood Transfusion,4,204,1.9608
MAXIMUM PLASMA CONCENTRATION,Situation with explicit context,Contraception,4,208,1.9231
MAXIMUM PLASMA CONCENTRATION,Disorder of the genitourinary system,Endometriosis,4,186,2.1505
MAXIMUM PLASMA CONCENTRATION,Infection,Helicobacter Pylori,4,44,9.0909
MAXIMUM PLASMA CONCENTRATION,Disorder of digestive system,Inflammatory Bowel Disease,4,101,3.9604
MAXIMUM PLASMA CONCENTRATION,Disorder of endocrine system,Menopause Symptoms,4,125,3.2000
MAXIMUM PLASMA CONCENTRATION,Injury,Overdose,4,55,7.2727
MAXIMUM PLASMA CONCENTRATION,Disorder of the genitourinary system,Polycystic Kidney Disease,4,61,6.5574
MAXIMUM PLASMA CONCENTRATION,Disorder of immune function,Sjögren's Syndrome,4,73,5.4795
MAXIMUM PLASMA CONCENTRATION,Neurological disorder,Stroke,4,607,0.6590
MAXIMUM PLASMA CONCENTRATION,Disorder of skin,Vitiligo,4,136,2.9412
MAXIMUM PLASMA CONCENTRATION,Disorder of endocrine system,Addison's Disease,3,21,14.2857
MAXIMUM PLASMA CONCENTRATION,Neoplastic disease,Cervical Cancer,3,269,1.1152
MAXIMUM PLASMA CONCENTRATION,Neoplastic disease,Cholangiocarcinoma,3,127,2.3622
MAXIMUM PLASMA CONCENTRATION,Neurological disorder,Chronic Pain,3,322,0.9317
MAXIMUM PLASMA CONCENTRATION,Disorder of endocrine system,Diabetic Nephropathy,3,69,4.3478
MAXIMUM PLASMA CONCENTRATION,Neurological disorder,Essential Tremor,3,170,1.7647
MAXIMUM PLASMA CONCENTRATION,Infection,Herpes Simplex Virus,3,148,2.0270
MAXIMUM PLASMA CONCENTRATION,Disorder of digestive system,Irritable Bowel Syndrome,3,106,2.8302
MAXIMUM PLASMA CONCENTRATION,Sleep disorder,Narcolepsy,3,79,3.7975
MAXIMUM PLASMA CONCENTRATION,Blood disease,Neutropenia,3,47,6.3830
MAXIMUM PLASMA CONCENTRATION,Situation with explicit context,Post-Operative Care,3,282,1.0638
MAXIMUM PLASMA CONCENTRATION,Mental illness,Postpartum Depression,3,190,1.5789
MAXIMUM PLASMA CONCENTRATION,Disorder of the genitourinary system,Pregnancy Study,3,181,1.6575
MAXIMUM PLASMA CONCENTRATION,Procedure,Radiation Oncology,3,61,4.9180
MAXIMUM PLASMA CONCENTRATION,Disorder of immune function,Severe Combined Immunodeficiency,3,43,6.9767
MAXIMUM PLASMA CONCENTRATION,Infection,Sexually Transmitted Infections,3,131,2.2901
MAXIMUM PLASMA CONCENTRATION,Mental illness,Substance Use Disorder,3,370,0.8108
MAXIMUM PLASMA CONCENTRATION,Neoplastic disease,Thyroid Cancer,3,128,2.3438
MAXIMUM PLASMA CONCENTRATION,Disorder of endocrine system,Acromegaly,2,72,2.7778
MAXIMUM PLASMA CONCENTRATION,Respiratory disease,Acute Respiratory Distress Syndrome,2,189,1.0582
MAXIMUM PLASMA CONCENTRATION,Cardiovascular disease,Cardiomyopathy,2,126,1.5873
MAXIMUM PLASMA CONCENTRATION,Neurological disorder,Chronic Inflammatory Demyelinating Polyneuropathy,2,44,4.5455
MAXIMUM PLASMA CONCENTRATION,Disorder of immune function,Common Variable Immunodeficiency,2,33,6.0606
MAXIMUM PLASMA CONCENTRATION,Disorder of digestive system,Constipation,2,137,1.4599
MAXIMUM PLASMA CONCENTRATION,Situation with explicit context,Critical Illness,2,74,2.7027
MAXIMUM PLASMA CONCENTRATION,Disorder of digestive system,Crohn's Disease,2,225,0.8889
MAXIMUM PLASMA CONCENTRATION,Disorder of endocrine system,Cushing's Syndrome,2,65,3.0769
MAXIMUM PLASMA CONCENTRATION,Disorder of eye,Diabetic Macular Edema,2,192,1.0417
MAXIMUM PLASMA CONCENTRATION,Disorder of eye,Glaucoma,2,715,0.2797
MAXIMUM PLASMA CONCENTRATION,Infection,Herpes Zoster,2,92,2.1739
MAXIMUM PLASMA CONCENTRATION,Disorder of skin,Hidradenitis Suppurativa,2,137,1.4599
MAXIMUM PLASMA CONCENTRATION,Musculoskeletal disorder,Juvenile Idiopathic Arthritis,2,85,2.3529
MAXIMUM PLASMA CONCENTRATION,Neoplastic disease,Mantle Cell Lymphoma,2,100,2.0000
MAXIMUM PLASMA CONCENTRATION,Disorder of ear,Meniere's Disease,2,98,2.0408
MAXIMUM PLASMA CONCENTRATION,Neoplastic disease,Mesothelioma,2,87,2.2989
MAXIMUM PLASMA CONCENTRATION,Cardiovascular disease,Myocardial Infarction,2,207,0.9662
MAXIMUM PLASMA CONCENTRATION,Neurological disorder,Neuropathic Pain,2,114,1.7544
MAXIMUM PLASMA CONCENTRATION,Neoplastic disease,Non-Hodgkin Lymphoma,2,108,1.8519
MAXIMUM PLASMA CONCENTRATION,Infection,Osteomyelitis,2,162,1.2346
MAXIMUM PLASMA CONCENTRATION,Disorder of ear,Otitis Media,2,97,2.0619
MAXIMUM PLASMA CONCENTRATION,Cardiovascular disease,Peripheral Artery Disease,2,332,0.6024
MAXIMUM PLASMA CONCENTRATION,Respiratory disease,Pulmonary Embolism,2,68,2.9412
MAXIMUM PLASMA CONCENTRATION,Disorder of eye,Retinal Vein Occlusion,2,355,0.5634
MAXIMUM PLASMA CONCENTRATION,Disorder of skin,Rosacea,2,414,0.4831
MAXIMUM PLASMA CONCENTRATION,Cardiovascular disease,Shock,2,73,2.7397
MAXIMUM PLASMA CONCENTRATION,Mental illness,Social Anxiety Disorder,2,280,0.7143
MAXIMUM PLASMA CONCENTRATION,Procedure,Surgical Procedures,2,384,0.5208
MAXIMUM PLASMA CONCENTRATION,Disorder of immune function,Vasculitis,2,43,4.6512
MAXIMUM PLASMA CONCENTRATION,Musculoskeletal disorder,Ankylosing Spondylitis,1,175,0.5714
MAXIMUM PLASMA CONCENTRATION,Cardiovascular disease,Atherosclerosis,1,254,0.3937
MAXIMUM PLASMA CONCENTRATION,Mental illness,Autism Spectrum Disorder,1,235,0.4255
MAXIMUM PLASMA CONCENTRATION,Disorder of body system,Cachexia,1,50,2.0000
MAXIMUM PLASMA CONCENTRATION,Infection,Clostridium Difficile Infection,1,124,0.8065
MAXIMUM PLASMA CONCENTRATION,Disorder of endocrine system,Diabetic Neuropathy,1,124,0.8065
MAXIMUM PLASMA CONCENTRATION,Disorder of eye,Dry Eye Disease,1,334,0.2994
MAXIMUM PLASMA CONCENTRATION,Mental illness,Eating Disorders,1,161,0.6211
MAXIMUM PLASMA CONCENTRATION,Clinical finding,Edema,1,128,0.7812
MAXIMUM PLASMA CONCENTRATION,Disorder of the genitourinary system,Focal Segmental Glomerulosclerosis,1,40,2.5000
MAXIMUM PLASMA CONCENTRATION,Disorder of immune function,Food Allergy,1,91,1.0989
MAXIMUM PLASMA CONCENTRATION,Situation with explicit context,Geriatric Population,1,206,0.4854
MAXIMUM PLASMA CONCENTRATION,Disorder of endocrine system,Growth Hormone Deficiency,1,77,1.2987
MAXIMUM PLASMA CONCENTRATION,Neurological disorder,Guillain-Barré Syndrome,1,43,2.3256
MAXIMUM PLASMA CONCENTRATION,Disorder of ear,Hearing Loss,1,235,0.4255
MAXIMUM PLASMA CONCENTRATION,Blood disease,Hemoglobinopathies,1,12,8.3333
MAXIMUM PLASMA CONCENTRATION,Disorder of eye,Inherited Retinal Diseases,1,171,0.5848
MAXIMUM PLASMA CONCENTRATION,Disorder of the genitourinary system,Interstitial Cystitis,1,82,1.2195
MAXIMUM PLASMA CONCENTRATION,Procedure,Mechanical Ventilation,1,191,0.5236
MAXIMUM PLASMA CONCENTRATION,Cardiovascular disease,Mitral Regurgitation,1,94,1.0638
MAXIMUM PLASMA CONCENTRATION,Respiratory disease,Neonatal Respiratory Distress,1,171,0.5848
MAXIMUM PLASMA CONCENTRATION,Disorder of digestive system,Peptic Ulcer Disease,1,119,0.8403
MAXIMUM PLASMA CONCENTRATION,Disorder of labour / delivery,Preterm Labor,1,249,0.4016
MAXIMUM PLASMA CONCENTRATION,Musculoskeletal disorder,Psoriatic Arthritis,1,150,0.6667
MAXIMUM PLASMA CONCENTRATION,Sleep disorder,Restless Legs Syndrome,1,67,1.4925
MAXIMUM PLASMA CONCENTRATION,Respiratory disease,Severe Asthma,1,35,2.8571
MAXIMUM PLASMA CONCENTRATION,Disorder of immune function,Systemic Sclerosis,1,88,1.1364
MAXIMUM PLASMA CONCENTRATION,Situation with explicit context,Vaccination,1,105,0.9524
MAXIMUM PLASMA CONCENTRATION,Disorder of haemostatic system,Von Willebrand Disease,1,17,5.8824
MAXIMUM PLASMA CONCENTRATION,Disorder of skin,Wound Healing,1,199,0.5025
MAXIMUM SERUM CONCENTRATION,Situation with explicit context,Healthy Volunteers,24,2042,1.1753
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Non-Small Cell Lung Cancer,10,944,1.0593
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Solid Tumors (Advanced),7,345,2.0290
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Solid Tumors General,6,252,2.3810
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Brain Tumors,5,505,0.9901
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Breast Cancer,5,1499,0.3336
MAXIMUM SERUM CONCENTRATION,Disorder of immune function,Rheumatoid Arthritis,5,734,0.6812
MAXIMUM SERUM CONCENTRATION,Infection,COVID-19,4,793,0.5044
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Head and Neck Cancer,4,445,0.8989
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Metastatic Disease,4,366,1.0929
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Ovarian Cancer,4,373,1.0724
MAXIMUM SERUM CONCENTRATION,Neurological disorder,Alzheimer's Disease,3,626,0.4792
MAXIMUM SERUM CONCENTRATION,Blood disease,Anemia,3,312,0.9615
MAXIMUM SERUM CONCENTRATION,Disorder of skin,Atopic Dermatitis,3,502,0.5976
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Colorectal Cancer,3,556,0.5396
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Diffuse Large B-Cell Lymphoma,3,221,1.3575
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Gastric Cancer,3,190,1.5789
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Hepatocellular Carcinoma,3,321,0.9346
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Hodgkin Lymphoma,3,469,0.6397
MAXIMUM SERUM CONCENTRATION,Disorder of skin,Psoriasis,3,645,0.4651
MAXIMUM SERUM CONCENTRATION,Disorder of digestive system,Ulcerative Colitis,3,376,0.7979
MAXIMUM SERUM CONCENTRATION,Disorder of the genitourinary system,Acute Kidney Injury,2,110,1.8182
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Acute Lymphoblastic Leukemia,2,364,0.5495
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Acute Myeloid Leukemia,2,369,0.5420
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Bladder Cancer,2,334,0.5988
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Cancer Immunotherapy,2,295,0.6780
MAXIMUM SERUM CONCENTRATION,Infection,Cytomegalovirus,2,189,1.0582
MAXIMUM SERUM CONCENTRATION,Situation with explicit context,Drug-Drug Interaction,2,207,0.9662
MAXIMUM SERUM CONCENTRATION,Cardiovascular disease,Familial Hypercholesterolemia,2,257,0.7782
MAXIMUM SERUM CONCENTRATION,Infection,Influenza,2,610,0.3279
MAXIMUM SERUM CONCENTRATION,Musculoskeletal disorder,Juvenile Idiopathic Arthritis,2,85,2.3529
MAXIMUM SERUM CONCENTRATION,Disorder of immune function,Lupus Nephritis,2,91,2.1978
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Melanoma,2,560,0.3571
MAXIMUM SERUM CONCENTRATION,Musculoskeletal disorder,Osteoporosis,2,441,0.4535
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Pancreatic Cancer,2,515,0.3883
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Recurrent Cancer,2,444,0.4505
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Renal Cell Carcinoma,2,337,0.5935
MAXIMUM SERUM CONCENTRATION,Infection,Respiratory Syncytial Virus,2,284,0.7042
MAXIMUM SERUM CONCENTRATION,Mental illness,Schizophrenia,2,692,0.2890
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Small Cell Lung Cancer,2,505,0.3960
MAXIMUM SERUM CONCENTRATION,Disorder of endocrine system,Type 2 Diabetes,2,1369,0.1461
MAXIMUM SERUM CONCENTRATION,Disorder of immune function,Vasculitis,2,43,4.6512
MAXIMUM SERUM CONCENTRATION,Disorder of endocrine system,Addison's Disease,1,21,4.7619
MAXIMUM SERUM CONCENTRATION,Disorder of eye,Age-Related Macular Degeneration,1,253,0.3953
MAXIMUM SERUM CONCENTRATION,Musculoskeletal disorder,Ankylosing Spondylitis,1,175,0.5714
MAXIMUM SERUM CONCENTRATION,Respiratory disease,Asthma,1,737,0.1357
MAXIMUM SERUM CONCENTRATION,Injury,Burns,1,86,1.1628
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Cholangiocarcinoma,1,127,0.7874
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Chronic Lymphocytic Leukemia,1,198,0.5051
MAXIMUM SERUM CONCENTRATION,Situation with explicit context,Contraception,1,208,0.4808
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Follicular Lymphoma,1,209,0.4785
MAXIMUM SERUM CONCENTRATION,Cardiovascular disease,Heart Failure,1,687,0.1456
MAXIMUM SERUM CONCENTRATION,Infection,Hepatitis C,1,658,0.1520
MAXIMUM SERUM CONCENTRATION,Infection,Herpes Zoster,1,92,1.0870
MAXIMUM SERUM CONCENTRATION,Disorder of endocrine system,Hypoparathyroidism,1,179,0.5587
MAXIMUM SERUM CONCENTRATION,Disorder of the genitourinary system,Infertility,1,161,0.6211
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Locally Advanced Cancer,1,572,0.1748
MAXIMUM SERUM CONCENTRATION,Congenital disease,Lysosomal Storage Disorders,1,179,0.5587
MAXIMUM SERUM CONCENTRATION,Infection,Malaria,1,213,0.4695
MAXIMUM SERUM CONCENTRATION,Disorder of endocrine system,Metabolic Syndrome,1,285,0.3509
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Multiple Myeloma,1,573,0.1745
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Neuroendocrine Tumors,1,260,0.3846
MAXIMUM SERUM CONCENTRATION,Disorder of endocrine system,Obesity,1,811,0.1233
MAXIMUM SERUM CONCENTRATION,Disorder of immune function,Organ Transplant Rejection,1,362,0.2762
MAXIMUM SERUM CONCENTRATION,Musculoskeletal disorder,Osteoarthritis,1,845,0.1183
MAXIMUM SERUM CONCENTRATION,Situation with explicit context,Pediatric Population,1,145,0.6897
MAXIMUM SERUM CONCENTRATION,Procedure,Radiation Oncology,1,61,1.6393
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Sarcoma,1,246,0.4065
MAXIMUM SERUM CONCENTRATION,Procedure,Screening,1,69,1.4493
MAXIMUM SERUM CONCENTRATION,Disorder of immune function,Sjögren's Syndrome,1,73,1.3699
MAXIMUM SERUM CONCENTRATION,Mental illness,Smoking Cessation,1,741,0.1350
MAXIMUM SERUM CONCENTRATION,Disorder of immune function,Systemic Lupus Erythematosus,1,155,0.6452
MAXIMUM SERUM CONCENTRATION,Blood disease,Thrombotic Thrombocytopenic Purpura,1,101,0.9901
MAXIMUM SERUM CONCENTRATION,Disorder of skin,Vitiligo,1,136,0.7353
MAXIMUM SERUM CONCENTRATION,Neoplastic disease,Waldenstrom Macroglobulinemia,1,78,1.2821
MAXIMUM TOLERATED DOSE,Neoplastic disease,Brain Tumors,69,505,13.6634
MAXIMUM TOLERATED DOSE,Neoplastic disease,Multiple Myeloma,56,573,9.7731
MAXIMUM TOLERATED DOSE,Neoplastic disease,Solid Tumors (Advanced),49,345,14.2029
MAXIMUM TOLERATED DOSE,Neoplastic disease,Glioblastoma,47,386,12.1762
MAXIMUM TOLERATED DOSE,Neoplastic disease,Non-Small Cell Lung Cancer,46,944,4.8729
MAXIMUM TOLERATED DOSE,Neoplastic disease,Hodgkin Lymphoma,42,469,8.9552
MAXIMUM TOLERATED DOSE,Neoplastic disease,Breast Cancer,40,1499,2.6684
MAXIMUM TOLERATED DOSE,Neoplastic disease,Solid Tumors General,37,252,14.6825
MAXIMUM TOLERATED DOSE,Neoplastic disease,Acute Lymphoblastic Leukemia,34,364,9.3407
MAXIMUM TOLERATED DOSE,Neoplastic disease,Acute Myeloid Leukemia,30,369,8.1301
MAXIMUM TOLERATED DOSE,Neoplastic disease,Pancreatic Cancer,30,515,5.8252
MAXIMUM TOLERATED DOSE,Neoplastic disease,Metastatic Disease,27,366,7.3770
MAXIMUM TOLERATED DOSE,Neoplastic disease,Prostate Cancer,27,906,2.9801
MAXIMUM TOLERATED DOSE,Neoplastic disease,Chronic Myeloid Leukemia,26,399,6.5163
MAXIMUM TOLERATED DOSE,Neoplastic disease,Recurrent Cancer,26,444,5.8559
MAXIMUM TOLERATED DOSE,Neoplastic disease,Locally Advanced Cancer,25,572,4.3706
MAXIMUM TOLERATED DOSE,Neoplastic disease,Small Cell Lung Cancer,25,505,4.9505
MAXIMUM TOLERATED DOSE,Neoplastic disease,Follicular Lymphoma,21,209,10.0478
MAXIMUM TOLERATED DOSE,Neoplastic disease,Ovarian Cancer,20,373,5.3619
MAXIMUM TOLERATED DOSE,Blood disease,Myelodysplastic Syndromes,18,297,6.0606
MAXIMUM TOLERATED DOSE,Neoplastic disease,Head and Neck Cancer,16,445,3.5955
MAXIMUM TOLERATED DOSE,Neoplastic disease,Diffuse Large B-Cell Lymphoma,15,221,6.7873
MAXIMUM TOLERATED DOSE,Neoplastic disease,Cancer Immunotherapy,14,295,4.7458
